duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
487,icmp,private,RSTR,39955,47554,0,2,3,6,5,1,2,0,0,2,0,2,0,0,0,0,375,456,0.956,0.676,0.787,0.751,0.637,0.819,0.427,164,59,0.758,0.279,0.384,0.903,0.488,0.671,0.822,0.944
470,tcp,private,S0,6579,36059,1,3,3,5,3,1,1,1,0,4,3,1,3,0,0,1,346,380,0.989,0.942,0.021,0.839,0.782,0.769,0.595,211,73,0.15,0.518,0.539,0.371,0.202,0.385,0.78,0.787
421,tcp,private,S0,53039,25904,0,1,2,10,5,1,1,0,0,1,7,0,4,0,0,1,495,417,0.945,0.889,0.095,0.209,0.33,0.5,0.873,35,2,0.862,0.492,0.737,0.625,0.437,0.541,0.234,0.672
494,udp,smtp,S0,23483,6766,1,3,3,25,4,0,13,1,1,0,1,1,0,0,0,1,486,104,0.968,0.738,0.238,0.029,0.808,0.991,0.712,224,7,0.684,0.087,0.652,0.981,0.731,0.521,0.615,0.87
162,udp,eco_i,SF,6330,11911,0,0,1,28,2,0,6,0,0,8,10,1,2,0,0,0,123,101,0.59,0.367,0.518,0.3,0.522,0.393,0.014,18,75,0.914,0.543,0.739,0.328,0.549,0.063,0.44,0.635
127,icmp,smtp,S1,3485,35249,0,3,3,4,1,1,7,0,0,10,7,0,1,0,0,1,489,215,0.009,0.001,0.833,0.319,0.967,0.149,0.03,129,12,0.936,0.054,0.123,0.96,0.864,0.404,0.852,0.481
469,tcp,smtp,S0,23436,6848,1,1,3,17,3,0,1,1,0,3,4,2,4,0,0,1,220,255,0.885,0.491,0.634,0.061,0.785,0.86,0.17,10,160,0.729,0.35,0.569,0.578,0.175,0.13,0.926,0.649
287,udp,ftp_data,RSTR,30016,41064,1,3,3,18,2,1,9,1,1,16,1,1,0,0,0,1,283,412,0.322,0.214,0.989,0.671,0.832,0.096,0.708,183,93,0.525,0.603,0.744,0.844,0.131,0.315,0.159,0.647
300,tcp,eco_i,REJ,31370,26225,1,1,3,6,5,0,12,0,1,0,1,2,1,0,0,1,419,138,0.861,0.799,0.404,0.877,0.744,0.74,0.516,27,67,0.756,0.546,0.783,0.26,0.039,0.551,0.833,0.758
277,icmp,domain_u,REJ,34685,16071,1,3,1,0,4,1,3,0,1,0,4,0,0,0,0,1,173,440,0.068,0.029,0.699,0.902,0.784,0.135,0.143,119,195,0.966,0.25,0.793,0.631,0.609,0.103,0.163,0.218
442,icmp,private,S0,27894,13604,1,3,1,15,5,1,8,0,1,0,6,1,4,0,0,0,443,354,0.857,0.841,0.52,0.107,0.583,0.025,0.544,83,28,0.359,0.215,0.949,0.266,0.035,0.633,0.398,0.645
427,icmp,ftp_data,S0,16919,43985,0,1,0,18,3,0,13,1,0,5,5,2,2,0,0,1,178,47,0.351,0.397,0.068,0.709,0.288,0.836,0.228,138,199,0.68,0.825,0.918,0.518,0.532,0.763,0.528,0.549
80,tcp,domain_u,S0,4863,35223,0,0,1,5,1,1,15,0,1,4,8,1,3,0,0,1,396,265,0.065,0.016,0.069,0.21,0.993,0.13,0.462,57,147,0.577,0.334,0.749,0.733,0.269,0.082,0.66,0.046
242,icmp,smtp,S0,56290,15554,0,2,2,10,2,0,14,1,1,7,9,0,0,0,0,1,13,130,0.877,0.93,0.194,0.311,0.331,0.996,0.987,225,174,0.395,0.257,0.908,0.002,0.281,0.242,0.73,0.987
84,icmp,http,S0,58411,30916,0,1,2,2,1,1,2,1,0,6,3,1,3,0,0,1,94,473,0.048,0.03,0.795,0.351,0.755,0.084,0.428,195,207,0.119,0.076,0.792,0.22,0.471,0.313,0.213,0.772
118,udp,ftp_data,S0,38579,33139,0,1,3,10,4,0,9,1,1,15,8,2,4,0,0,1,167,78,0.892,0.706,0.52,0.769,0.998,0.791,0.871,150,114,0.137,0.435,0.51,0.523,0.758,0.305,0.491,0.44
54,icmp,private,S0,12372,28946,0,1,3,14,4,1,13,0,0,5,6,1,3,0,0,0,475,431,0.881,0.87,0.635,0.97,0.623,0.02,0.712,179,30,0.888,0.461,0.58,0.572,0.599,0.086,0.569,0.405
266,tcp,smtp,SF,46960,32855,1,0,2,24,3,0,15,0,1,3,7,0,2,0,0,1,401,389,0.387,0.13,0.924,0.592,0.315,0.584,0.786,245,155,0.627,0.849,0.725,0.611,0.056,0.109,0.987,0.92
210,icmp,private,RSTR,10582,35264,1,0,2,3,4,1,4,1,1,2,6,2,3,0,0,1,439,438,0.199,0.928,0.735,0.841,0.264,0.924,0.652,52,97,0.981,0.997,0.353,0.46,0.484,0.343,0.229,0.733
418,udp,ftp_data,SF,58757,23028,0,1,0,13,4,0,4,1,1,10,6,0,2,0,0,1,411,216,0.399,0.009,0.983,0.194,0.212,0.489,0.62,43,66,0.684,0.367,0.274,0.263,0.133,0.135,0.829,0.701
50,icmp,ftp_data,S1,23813,4829,0,1,3,22,2,1,4,0,1,8,7,2,0,0,0,0,342,144,0.809,0.891,0.512,0.183,0.927,0.567,0.64,157,48,0.684,0.495,0.49,0.638,0.471,0.723,0.188,0.123
217,udp,private,S0,30204,54598,0,3,3,17,3,0,10,0,0,3,8,0,2,0,0,1,395,474,0.879,0.899,0.327,0.064,0.106,0.871,0.589,234,151,0.767,0.975,0.762,0.463,0.45,0.609,0.914,0.368
306,icmp,smtp,SF,15769,36063,0,0,1,1,5,0,3,0,1,7,4,1,4,0,0,1,453,368,0.486,0.618,0.48,0.703,0.427,0.51,0.778,216,88,0.375,0.021,0.892,0.406,0.828,0.001,0.067,0.266
50,udp,private,S0,49273,44093,1,2,0,10,2,0,12,0,1,9,1,0,1,0,0,0,330,445,0.893,0.9,0.089,0.061,0.947,0.284,0.938,169,226,0.267,0.177,0.03,0.448,0.146,0.452,0.526,0.038
243,udp,smtp,S1,47736,9922,0,1,0,11,5,0,6,1,0,1,5,2,3,0,0,1,405,452,0.536,0.521,0.891,0.804,0.221,0.013,0.253,87,168,0.223,0.463,0.231,0.261,0.299,0.539,0.079,0.962
448,udp,private,S1,14126,59829,1,3,1,17,0,0,10,1,1,0,0,0,4,0,0,1,383,65,0.444,0.715,0.405,0.579,0.624,0.761,0.412,149,232,0.799,0.468,0.381,0.389,0.319,0.85,0.238,0.358
376,udp,private,S0,25447,1029,1,0,1,16,4,1,20,1,1,8,9,0,0,0,0,1,219,468,0.434,0.996,0.278,0.863,0.616,0.418,0.268,101,109,0.215,0.737,0.974,0.423,0.634,0.393,0.864,0.557
108,icmp,private,S0,33778,26200,0,1,3,19,5,1,8,0,1,13,6,0,3,0,0,1,376,389,0.852,0.898,0.315,0.68,0.921,0.985,0.318,106,142,0.717,0.384,0.298,0.089,0.063,0.897,0.049,0.356
385,icmp,eco_i,SF,57913,34312,0,3,2,20,1,1,4,0,0,2,6,1,4,0,0,0,166,457,0.841,0.029,0.204,0.764,0.963,0.867,0.776,77,21,0.58,0.885,0.541,0.419,0.529,0.775,0.536,0.35
64,tcp,smtp,S1,7360,17592,0,0,0,20,3,0,6,0,1,10,3,0,4,0,0,1,269,299,0.994,0.815,0.983,0.078,0.69,0.299,0.844,145,184,0.998,0.214,0.413,0.16,0.001,0.81,0.512,0.665
467,tcp,ftp_data,S0,49604,10127,1,2,1,24,5,1,14,0,1,12,9,0,3,0,0,1,2,46,0.006,0.308,0.733,0.163,0.042,0.979,0.415,170,64,0.866,0.697,0.008,0.918,0.344,0.148,0.083,0.361
394,udp,ftp_data,S0,44467,52646,0,3,1,10,2,0,3,1,0,2,7,2,1,0,0,1,445,46,0.176,0.886,0.68,0.878,0.092,0.354,0.881,13,72,0.677,0.758,0.482,0.952,0.98,0.036,0.213,0.503
448,tcp,eco_i,S0,58860,18845,0,0,2,18,2,1,3,1,1,10,9,2,2,0,0,0,13,331,0.132,0.014,0.697,0.971,0.858,0.176,0.293,105,43,0.039,0.431,0.876,0.712,0.352,0.769,0.095,0.699
145,tcp,domain_u,S1,10076,52516,0,0,0,15,5,1,6,1,0,8,1,2,4,0,0,1,193,247,0.7,0.383,0.522,0.112,0.706,0.06,0.268,1,129,0.005,0.077,0.441,0.877,0.28,0.763,0.701,0.922
416,tcp,private,S0,1030,31328,0,2,1,17,2,0,8,0,1,6,0,2,3,0,0,0,330,348,0.805,0.969,0.819,0.475,0.756,0.087,0.781,205,54,0.518,0.07,0.561,0.27,0.803,0.399,0.118,0.301
231,udp,private,SF,45258,9060,0,0,2,12,4,0,3,1,1,8,9,2,2,0,0,0,239,475,0.987,0.576,0.666,0.091,0.366,0.719,0.758,98,18,0.342,0.256,0.945,0.229,0.012,0.578,0.196,0.68
417,udp,smtp,REJ,54787,2338,1,0,0,20,2,0,14,1,0,11,4,2,0,0,0,1,219,179,0.69,0.59,0.794,0.885,0.151,0.365,0.889,79,196,0.917,0.931,0.273,0.403,0.333,0.298,0.58,0.863
258,udp,domain_u,RSTR,11738,27353,1,1,0,17,1,1,4,0,0,8,9,1,4,0,0,0,30,153,0.816,0.805,0.45,0.382,0.144,0.912,0.296,235,187,0.448,0.36,0.716,0.667,0.972,0.643,0.824,0.042
449,udp,private,S0,33465,29121,0,2,3,13,2,1,13,1,0,6,8,0,0,0,0,0,427,457,0.848,0.896,0.87,0.924,0.612,0.376,0.012,59,123,0.522,0.749,0.919,0.682,0.689,0.767,0.222,0.581
183,tcp,ftp_data,S0,18403,39014,1,0,3,3,4,0,13,1,1,2,10,0,0,0,0,1,248,338,0.977,0.484,0.012,0.437,0.417,0.165,0.519,61,169,0.591,0.66,0.04,0.859,0.692,0.363,0.36,0.955
305,udp,eco_i,SF,16252,26112,0,3,2,0,4,0,4,1,0,9,3,0,4,0,0,0,37,33,0.089,0.584,0.628,0.98,0.122,0.512,0.81,9,2,0.833,0.057,0.505,0.927,0.382,0.638,0.329,0.748
452,tcp,http,S1,35962,7202,0,3,3,12,0,1,11,0,1,11,5,2,4,0,0,0,299,48,0.133,0.004,0.137,0.22,0.943,0.099,0.426,127,104,0.405,0.53,0.976,0.585,0.972,0.683,0.684,0.994
177,udp,private,S0,13619,50481,0,1,0,21,4,0,6,0,1,7,3,2,1,0,0,0,406,301,0.912,0.823,0.071,0.442,0.611,0.289,0.79,134,222,0.118,0.7,0.239,0.969,0.164,0.947,0.505,0.266
24,udp,private,S0,52339,2261,0,0,2,23,4,1,8,0,0,7,7,0,3,0,0,1,368,332,0.92,0.996,0.252,0.984,0.081,0.56,0.0,26,228,0.174,0.977,0.542,0.359,0.63,0.036,0.588,0.501
374,udp,eco_i,S1,7484,36830,0,3,3,4,2,0,9,0,1,11,8,0,2,0,0,1,455,213,0.719,0.068,0.259,0.157,0.849,0.527,0.88,101,123,0.347,0.227,0.987,0.997,0.988,0.114,0.592,0.107
484,tcp,ftp_data,S0,20067,28826,1,3,2,19,3,0,0,0,1,1,5,2,3,0,0,1,444,390,0.505,0.539,0.03,0.689,0.177,0.417,0.113,254,189,0.813,0.698,0.575,0.825,0.577,0.197,0.201,0.145
317,icmp,http,SF,42694,37572,0,3,2,18,4,1,13,0,1,8,6,0,3,0,0,1,488,468,0.387,0.401,0.205,0.853,0.538,0.609,0.847,109,192,0.889,0.809,0.007,0.262,0.15,0.349,0.983,0.887
214,icmp,domain_u,REJ,22882,29295,1,1,1,17,4,0,9,1,0,20,1,1,1,0,0,0,511,438,0.391,0.063,0.648,0.273,0.896,0.023,0.048,93,79,0.673,0.177,0.225,0.01,0.771,0.728,0.443,0.812
237,tcp,private,S0,47249,4158,1,1,3,3,2,1,9,0,1,0,10,1,2,0,0,1,376,316,0.97,0.855,0.689,0.291,0.749,0.348,0.236,160,150,0.33,0.15,0.262,0.855,0.721,0.092,0.383,0.485
149,tcp,private,RSTR,50528,29125,0,1,0,19,1,0,11,1,0,8,1,1,4,0,0,0,444,506,0.531,0.608,0.609,0.703,0.634,0.335,0.073,101,129,0.59,0.414,0.458,0.252,0.133,0.526,0.814,0.232
218,udp,ftp_data,SF,52473,24723,0,1,3,23,0,0,17,0,1,8,3,0,3,0,0,0,360,101,0.311,0.935,0.781,0.831,0.341,0.195,0.493,251,65,0.451,0.562,0.627,0.016,0.281,0.553,0.352,0.179
275,tcp,private,S0,48643,55399,1,3,1,4,0,1,3,1,0,6,1,1,2,0,0,0,348,352,0.859,0.933,0.843,0.076,0.102,0.022,0.204,65,197,0.752,0.759,0.492,0.412,0.51,0.559,0.536,0.56
110,udp,smtp,REJ,22838,54621,1,0,2,0,2,0,7,0,0,14,3,0,2,0,0,1,365,155,0.436,0.795,0.693,0.606,0.131,0.294,0.682,25,101,0.633,0.252,0.759,0.996,0.135,0.903,0.9,0.552
68,tcp,smtp,REJ,21941,5353,1,2,1,27,0,1,4,0,0,17,5,1,3,0,0,0,478,279,0.447,0.285,0.892,0.116,0.768,0.059,0.847,170,108,0.897,0.589,0.808,0.639,0.49,0.634,0.69,0.311
194,tcp,domain_u,S1,46145,18291,1,3,2,17,0,0,5,0,0,11,0,2,4,0,0,1,5,470,0.195,0.754,0.524,0.903,0.474,0.988,0.119,158,225,0.951,0.988,0.614,0.619,0.086,0.732,0.98,0.864
242,tcp,ftp_data,REJ,39947,46335,1,2,2,10,4,0,1,1,0,2,0,1,0,0,0,1,56,100,0.112,0.947,0.055,0.201,0.287,0.734,0.241,179,164,0.799,0.794,0.155,0.09,0.801,0.853,0.851,0.425
182,tcp,smtp,SF,36857,48027,0,3,0,22,1,1,10,0,1,15,3,2,2,0,0,0,337,88,0.985,0.628,0.403,0.67,0.832,0.026,0.347,163,200,0.672,0.261,0.763,0.261,0.354,0.454,0.645,0.559
14,udp,ftp_data,REJ,56582,28841,0,2,3,25,0,1,11,1,0,10,9,1,1,0,0,1,259,106,0.02,0.051,0.838,0.527,0.679,0.066,0.161,39,241,0.485,0.025,0.222,0.623,0.046,0.081,0.404,0.154
185,tcp,private,REJ,41685,30415,1,2,1,9,1,1,10,1,0,4,6,1,2,0,0,0,469,421,0.027,0.012,0.542,0.572,0.975,0.008,0.89,142,5,0.843,0.849,0.149,0.854,0.823,0.294,0.223,0.925
481,udp,private,S0,50319,46705,0,1,2,3,4,0,12,0,0,14,7,2,4,0,0,0,305,323,0.874,0.928,0.669,0.002,0.507,0.493,0.807,104,67,0.071,0.596,0.125,0.545,0.114,0.741,0.905,0.802
177,icmp,private,S0,46773,29808,0,0,0,2,3,1,4,0,1,5,8,2,4,0,0,1,479,453,0.983,0.831,0.684,0.857,0.621,0.47,0.455,126,147,0.108,0.563,0.993,0.675,0.166,0.474,0.761,0.189
372,udp,domain_u,S0,44759,209,0,3,0,17,5,0,11,1,0,5,4,1,4,0,0,1,9,466,0.272,0.357,0.991,0.241,0.161,0.205,0.269,202,234,0.584,0.537,0.464,0.985,0.48,0.302,0.36,0.523
148,icmp,smtp,SF,7850,12191,1,0,2,4,3,0,9,0,0,14,7,2,0,0,0,1,64,191,0.891,0.602,0.616,0.841,0.958,0.218,0.313,166,151,0.986,0.971,0.894,0.554,0.073,0.881,0.323,0.411
290,icmp,ftp_data,REJ,41437,827,1,2,0,5,0,1,1,0,0,4,2,1,3,0,0,0,136,6,0.1,0.104,0.055,0.384,0.947,0.03,0.906,221,53,0.844,0.82,0.868,0.715,0.318,0.89,0.553,0.614
246,tcp,ftp_data,S0,30541,26696,0,3,0,20,4,0,15,1,1,5,6,2,2,0,0,1,61,132,0.987,0.462,0.221,0.755,0.995,0.864,0.263,38,71,0.947,0.308,0.658,0.921,0.071,0.301,0.222,0.519
335,icmp,ftp_data,S0,15466,29709,1,3,3,8,4,0,13,1,0,14,3,1,0,0,0,1,456,459,0.448,0.829,0.672,0.816,0.884,0.045,0.679,81,43,0.32,0.89,0.03,0.855,0.176,0.871,0.258,0.507
431,udp,smtp,S0,7782,11471,0,0,3,17,2,0,6,0,1,4,7,2,3,0,0,1,342,494,0.383,0.188,0.385,0.318,0.733,0.165,0.84,208,178,0.226,0.446,0.457,0.081,0.99,0.242,0.107,0.352
274,tcp,eco_i,SF,31261,58977,1,2,1,26,3,1,17,0,0,6,1,1,1,0,0,1,131,466,0.426,0.114,0.623,0.845,0.504,0.019,0.947,192,54,0.286,0.881,0.606,0.863,0.106,0.32,0.252,0.172
494,udp,eco_i,RSTR,47393,863,0,0,1,3,1,1,11,1,0,3,6,0,3,0,0,1,2,279,0.122,0.082,0.999,0.635,0.996,0.146,0.505,213,1,0.321,0.256,0.42,0.13,0.415,0.027,0.013,0.303
395,udp,private,S1,34732,59295,0,0,1,12,1,1,11,0,1,4,2,2,4,0,0,1,226,417,0.393,0.44,0.386,0.256,0.595,0.838,0.53,253,188,0.42,0.052,0.935,0.617,0.403,0.207,0.469,0.097
46,icmp,http,S1,7169,17243,1,3,1,24,4,1,20,0,0,10,9,0,1,0,0,0,188,36,0.292,0.886,0.408,0.571,0.268,0.708,0.435,74,74,0.27,0.851,0.966,0.835,0.778,0.799,0.649,0.442
64,tcp,private,S0,30145,57,0,2,2,5,3,1,2,0,1,13,9,1,2,0,0,0,334,402,0.967,0.907,0.718,0.208,0.761,0.265,0.214,42,92,0.608,0.323,0.569,0.651,0.446,0.843,0.471,0.271
470,tcp,eco_i,RSTR,13210,18909,1,2,3,25,0,0,4,0,0,14,7,1,4,0,0,1,376,495,0.617,0.824,0.971,0.654,0.404,0.635,0.077,81,97,0.984,0.799,0.027,0.69,0.822,0.051,0.82,0.808
383,udp,smtp,SF,26900,32231,1,3,3,21,5,0,12,1,0,10,9,0,2,0,0,1,371,259,0.219,0.866,0.199,0.252,0.928,0.797,0.212,105,235,0.969,0.974,0.667,0.673,0.381,0.339,0.7,0.387
72,icmp,smtp,SF,34879,22555,0,1,2,17,3,0,9,1,0,3,0,1,0,0,0,1,6,423,0.778,0.072,0.471,0.604,0.007,0.076,0.702,219,133,0.765,0.462,0.92,0.34,0.049,0.94,0.495,0.61
84,icmp,private,S0,899,15329,0,1,1,6,2,0,14,1,1,11,8,1,2,0,0,0,439,333,0.976,0.902,0.277,0.948,0.661,0.924,0.38,112,118,0.393,0.78,0.764,0.82,0.578,0.348,0.252,0.848
436,udp,http,REJ,5160,31622,0,2,2,17,1,1,5,1,1,4,1,1,1,0,0,0,202,198,0.14,0.079,0.201,0.818,0.795,0.007,0.908,20,132,0.909,0.973,0.866,0.653,0.568,0.894,0.428,0.423
497,udp,smtp,RSTR,45573,32892,0,3,3,16,3,0,9,0,1,5,8,0,1,0,0,1,49,223,0.724,0.579,0.897,0.022,0.421,0.015,0.424,83,80,0.813,0.539,0.408,0.098,0.66,0.492,0.167,0.635
85,udp,http,RSTR,15704,53430,1,3,1,27,0,0,9,1,1,9,4,0,0,0,0,1,353,74,0.141,0.615,0.852,0.064,0.451,0.593,0.219,97,134,0.976,0.49,0.314,0.636,0.03,0.355,0.091,0.497
350,icmp,private,S0,26514,12689,0,3,1,23,2,1,11,1,0,5,9,0,0,0,0,1,154,495,0.325,0.174,0.436,0.999,0.27,0.471,0.327,84,118,0.09,0.246,0.588,0.837,0.504,0.677,0.108,0.578
414,tcp,private,S0,44065,20551,1,1,1,20,1,0,1,0,1,9,5,1,0,0,0,0,351,355,0.859,0.818,0.12,0.108,0.089,0.021,0.976,56,204,0.521,0.532,0.827,0.921,0.176,0.2,0.441,0.752
303,tcp,private,S0,15770,25842,0,2,2,19,4,0,3,0,0,14,1,1,0,0,0,1,371,387,0.946,0.932,0.357,0.086,0.106,0.179,0.683,142,220,0.627,0.494,0.935,0.126,0.306,0.545,0.364,0.576
165,tcp,ftp_data,SF,55499,41391,0,0,3,15,0,0,13,0,1,14,3,0,0,0,0,0,6,5,0.429,0.862,0.758,0.337,0.703,0.254,0.984,182,44,0.342,0.169,0.99,0.329,0.676,0.357,0.659,0.663
155,udp,ftp_data,REJ,32640,34706,0,0,1,15,4,0,4,0,0,8,10,2,1,0,0,1,64,315,0.105,0.415,0.726,0.698,0.305,0.667,0.865,145,211,0.381,0.943,0.559,0.094,0.066,0.592,0.086,0.958
111,icmp,ftp_data,S1,58663,51389,1,3,2,20,5,0,9,1,0,12,3,2,0,0,0,1,167,107,0.462,0.773,0.623,0.465,0.528,0.494,0.714,196,228,0.955,0.406,0.439,0.151,0.633,0.653,0.124,0.304
291,icmp,private,RSTR,18080,47455,1,3,1,20,5,1,12,0,0,10,8,0,0,0,0,0,256,356,0.812,0.251,0.705,0.56,0.074,0.915,0.429,173,213,0.818,0.648,0.033,0.586,0.807,0.932,0.457,0.844
194,udp,smtp,S0,24395,6950,1,2,2,6,4,0,5,0,1,7,4,1,2,0,0,1,134,265,0.416,0.954,0.13,0.514,0.735,0.718,0.141,94,73,0.354,0.154,0.164,0.573,0.861,0.49,0.073,0.164
396,icmp,eco_i,S0,35033,26107,0,1,3,27,1,0,11,0,1,14,8,2,4,0,0,0,115,164,0.14,0.788,0.552,0.252,0.044,0.973,0.207,119,161,0.937,0.296,0.729,0.43,0.944,0.929,0.646,0.319
364,tcp,private,S0,2361,30805,1,1,3,7,4,1,7,1,1,5,10,0,3,0,0,1,371,496,0.827,0.822,0.963,0.154,0.727,0.291,0.169,83,115,0.465,0.338,0.843,0.103,0.141,0.064,0.715,0.571
12,tcp,private,REJ,18677,15312,0,0,0,11,0,1,7,1,0,0,1,0,1,0,0,1,436,239,0.501,0.339,0.221,0.614,0.947,0.913,0.31,206,176,0.816,0.67,0.184,0.044,0.734,0.789,0.771,0.741
202,tcp,ftp_data,S0,42832,29488,0,3,3,29,1,0,12,1,1,18,5,0,4,0,0,0,376,424,0.249,0.988,0.59,0.982,0.848,0.634,0.581,124,236,0.372,0.899,0.44,0.197,0.772,0.531,0.416,0.897
491,icmp,private,S0,25611,4684,0,1,2,6,0,1,14,0,1,12,2,1,0,0,0,1,390,453,0.051,0.091,0.738,0.724,0.995,0.091,0.853,165,11,0.998,0.252,0.009,0.072,0.981,0.308,0.405,0.951
93,udp,domain_u,S0,38995,11187,1,0,0,11,1,1,1,1,0,1,4,1,1,0,0,1,284,170,0.072,0.05,0.801,0.201,0.898,0.132,0.352,177,180,0.927,0.404,0.66,0.987,0.479,0.738,0.732,0.263
143,icmp,smtp,SF,42516,50127,1,3,1,11,5,0,16,1,0,13,9,1,1,0,0,0,231,319,0.428,0.234,0.177,0.846,0.115,0.323,0.914,23,241,0.907,0.75,0.273,0.079,0.97,0.747,0.905,0.508
304,udp,http,REJ,882,42075,0,0,2,6,1,1,14,0,1,12,10,2,3,0,0,1,458,276,0.106,0.08,0.726,0.038,0.976,0.143,0.399,100,155,0.596,0.614,0.777,0.062,0.161,0.762,0.789,0.435
12,tcp,ftp_data,REJ,16401,31099,1,0,3,9,2,0,1,0,0,5,3,1,2,0,0,1,115,414,0.638,0.639,0.075,0.65,0.957,0.185,0.768,228,40,0.379,0.309,0.002,0.754,0.157,0.992,0.72,0.288
48,udp,smtp,SF,56821,53837,0,1,3,22,3,0,8,0,1,15,10,2,0,0,0,1,464,337,0.467,0.304,0.246,0.659,0.472,0.74,0.686,254,38,0.396,0.566,0.375,0.486,0.953,0.071,0.59,0.611
26,icmp,smtp,S0,48675,2480,0,2,2,8,4,0,4,1,0,9,3,2,2,0,0,1,482,325,0.034,0.327,0.069,0.784,0.627,0.524,0.779,156,44,0.099,0.132,0.959,0.637,0.928,0.253,0.545,0.515
37,icmp,private,S0,2008,6471,1,1,0,20,5,0,9,0,0,15,4,0,1,0,0,0,350,440,0.954,0.808,0.496,0.136,0.452,0.878,0.274,94,203,0.053,0.842,0.722,0.473,0.265,0.563,0.892,0.205
261,icmp,eco_i,S0,13678,4502,0,1,3,24,0,0,17,1,1,9,7,2,4,0,0,1,258,330,0.967,0.197,0.481,0.755,0.607,0.105,0.707,78,41,0.966,0.819,0.367,0.584,0.894,0.281,0.869,0.056
11,udp,ftp_data,RSTR,43933,12015,1,1,0,0,4,0,6,0,0,9,5,0,1,0,0,1,183,7,0.623,0.614,0.249,0.439,0.126,0.478,0.4,65,238,0.478,0.764,0.995,0.429,0.706,0.915,0.037,0.859
385,udp,private,S0,48048,12750,1,1,2,3,3,0,10,1,0,11,0,2,1,0,0,1,349,461,0.942,0.869,0.934,0.394,0.233,0.477,0.533,132,82,0.015,0.846,0.529,0.14,0.051,0.096,0.719,0.362
447,udp,ftp_data,S1,6557,56841,0,1,3,21,3,1,12,1,1,11,1,2,2,0,0,0,330,398,0.708,0.066,0.425,0.665,0.677,0.652,0.637,191,154,0.267,0.935,0.199,0.838,0.625,0.524,0.753,0.959
216,tcp,smtp,S0,19978,57953,0,0,3,3,3,0,11,0,0,3,7,1,4,0,0,1,35,21,0.588,0.047,0.978,0.462,0.462,0.766,0.523,227,104,0.063,0.118,0.005,0.678,0.34,0.51,0.306,0.877
469,tcp,http,SF,260,24313,0,2,0,19,0,1,8,1,1,6,5,2,4,0,0,1,436,253,0.668,0.874,0.352,0.531,0.355,0.904,0.983,246,146,0.409,0.148,0.05,0.58,0.493,0.9,0.17,0.051
356,udp,private,S0,35015,12862,0,3,0,17,0,1,6,1,0,2,2,1,4,0,0,1,427,301,0.914,0.948,0.819,0.434,0.914,0.347,0.717,6,237,0.621,0.687,0.166,0.902,0.366,0.18,0.693,0.262
325,udp,eco_i,S1,38500,11759,0,1,3,27,0,0,17,1,1,11,6,0,4,0,0,0,140,426,0.613,0.082,0.588,0.413,0.939,0.921,0.725,62,106,0.19,0.357,0.31,0.184,0.975,0.638,0.82,0.964
153,udp,ftp_data,REJ,33378,29359,1,1,3,29,4,1,11,1,1,19,9,2,2,0,0,0,154,249,0.141,0.485,0.682,0.03,0.153,0.096,0.408,42,200,0.56,0.537,0.518,0.218,0.747,0.459,0.953,0.051
347,tcp,ftp_data,S0,11353,26690,1,3,0,3,4,0,9,0,1,2,5,2,2,0,0,1,335,47,0.529,0.533,0.458,0.778,0.369,0.266,0.387,156,235,0.902,0.829,0.689,0.855,0.07,0.3,0.45,0.262
190,tcp,private,S0,3795,20416,0,1,3,18,3,1,9,0,0,7,0,0,1,0,0,0,313,363,0.939,0.91,0.17,0.024,0.915,0.764,0.134,228,72,0.659,0.06,0.276,0.57,0.318,0.851,0.908,0.41
340,icmp,smtp,S1,19578,33834,0,3,0,29,4,1,14,1,0,12,4,1,1,0,0,1,25,302,0.631,0.425,0.225,0.791,0.881,0.948,0.465,49,116,0.041,0.956,0.898,0.004,0.248,0.234,0.359,0.67
224,tcp,private,S0,27659,13273,1,1,1,12,2,1,13,1,1,5,4,1,1,0,0,0,318,255,0.229,0.902,0.766,0.912,0.332,0.54,0.615,86,32,0.281,0.63,0.254,0.665,0.888,0.203,0.913,0.995
446,tcp,ftp_data,REJ,52857,45318,0,2,1,10,4,0,13,1,1,5,7,1,3,0,0,1,472,500,0.932,0.55,0.304,0.894,0.997,0.417,0.859,19,40,0.628,0.478,0.774,0.207,0.948,0.366,0.542,0.304
379,tcp,domain_u,SF,47236,53314,0,2,2,22,1,1,10,0,1,17,2,1,4,0,0,0,373,185,0.104,0.271,0.858,0.092,0.826,0.675,0.859,23,131,0.331,0.668,0.319,0.11,0.659,0.231,0.586,0.278
185,tcp,http,REJ,48587,53039,1,1,3,5,4,1,10,1,1,2,9,0,0,0,0,1,210,94,0.095,0.064,0.482,0.807,0.964,0.043,0.354,204,99,0.039,0.25,0.324,0.121,0.749,0.058,0.672,0.965
